Course Dept,Course Number,Course Name,Course Desc
Accounting ,445,Accounting Theory,"Examines the origins of financial accounting and current theories on the use of financial accounting information by investors, regulators, standard setters, and other corporate stakeholders."
Accounting ,465,Managerial Control Systems,Case approach to Management Control Systems explaining the use of accounting data from a managerial perspective. Emphasis is placed on how managers use planning and control to accomplish a firm's strategies.
Accounting ,559,Selected Topics in Accounting,Investigation of selected topics in Accounting.
Accounting ,601,Introductory Financial Accounting,"Introduction to accounting for business organizations. Reporting of financial results of operations and financial position to investors, managers, and others. Emphasis on the use of accounting information for decision-making."
Accounting ,603,Management Accounting,"Breakeven analysis, activity-based costing and management, budgeting, productivity measures, and other tools and techniques that are part of a planning and control system that will help the manager make better economic decisions."
Accounting ,621,Taxation,"Discusses the core concepts, regulations, and interpretations underlying the Canadian individual and corporate income taxation. Emphasis is on who is taxable, on what income, when and how tax is calculated. Tax planning opportunities will be identified by using long-term and clientele-based techniques."
Accounting ,623,Advanced Taxation I,Focuses on tax planning. It extends the material covered in the introductory tax course with an examination of specialized topics in personal and corporate income tax. 
Accounting ,641,Intermediate Financial Accounting I,"Provides detailed coverage of the Generally Accepted Accounting Principles (GAAP) primarily related to assets. Emphasizes the theory behind the methods, the strengths and weaknesses of such methods and the need for sound professional judgment."
Accounting ,642,Financial Statement Analysis,"Covers the theories, concepts and practices of financial statement analysis with an emphasis placed on applications. "
Accounting ,643,Intermediate Financial Accounting II,"Builds on Intermediate Financial Accounting I with coverage of the Generally Accepted Accounting Principles (GAAP) primarily related to liabilities and owners' equity. Emphasizes the theory behind the methods, the strengths and weaknesses of methods and the need for sound professional judgment."
Accounting ,644,Advanced Financial Accounting,"Focuses on advanced accounting methods related to inter-corporate investments and financial reporting. Topics include accounting for business combinations and inter-corporate investments, foreign currency transactions and translation, bankruptcy, partnerships, and not-for-profit organizations."
Accounting ,645,Accounting Theory,"Examines the conceptual framework underlying the preparation of financial accounting information, and the theories and propositions on the use of such information by investors, regulators, standard setters, and other corporate stakeholders."
Accounting ,646,Integrative Accounting I,"Integrated application of the technical CPA competencies relating to financial reporting, audit, finance, taxation, and performance management within case scenarios that provide a rich professional context."
Accounting ,647,Advanced Taxation II,"Further development of competency by focusing on tax compliance and planning issues for individuals, corporations, trusts and partnerships within case scenarios, which focus on tax implications of business decisions."
Accounting ,661,Cost Accounting,"Provides intermediate level discussions to the production and analysis of costs used for pricing, production and investment decisions, revenue analysis, performance evaluation, management incentive systems and strategy analysis."
Accounting ,665,Managerial Control Systems,Emphasis is placed on how managers use planning and control to accomplish a firm's strategies. Uses a case approach to management control systems explaining the usefulness of accounting data from a managerial perspective.
Accounting ,666,Auditing ,"Discusses the techniques and theory behind the external auditor's provision of assurance services on financial information. Topics include: the demand for assurance, the role of auditors in providing assurance, auditor independence, audit reports, and audit liability. "
Accounting ,667,Advanced Auditing,"Further development of assurance competencies necessary to perform internal audit projects and external assurance engagements, including assessing needs, developing and performing procedures, and documenting and reporting results for realistic case scenarios."
Accounting,668,Integrative Accounting II,"Integrated application of the CPA competencies of strategy, governance in management accounting within case scenarios that demonstrate how to build control systems and perform financial analysis for different entities."
Accounting,669,Seminar in Accounting,Development of and solutions to current issues and problems in accounting.
Accounting ,672,Financial Accounting Concepts   ,Introduction to accounting for business organizations emphasizing the use and analysis of financial statements for decision-making purposes.
Accounting ,674,Managerial Accounting Concepts,Introduction to the use of accounting within an organizational context.  Emphasis is placed on the development and dissemination of accounting information necessary for effective management.
Accounting ,797,Advanced Seminar in Accounting,Advanced accounting research topics.
Accounting ,799,Doctoral Seminars in Accounting,"
<p>799.01. Seminar in Financial Accounting </p>
<p>799.02. Seminar in Managerial Accounting </p>
<p>799.04. Seminar in Taxation</p>
"
Actuarial Science ,325,Theory of Interest/Mathematics of Finance,"Measurement of interest, elementary annuities, general annuities, amortization schedules and sinking funds, bonds and other securities."
Actuarial Science ,327,Life Contingencies I,"The survival function, force of mortality, life tables, analytical laws of mortality, life insurance, continuous and discrete life annuities, recursion equations. Introduction to benefit premiums and/or insurance and annuity models with interest as a random variable as time permits."
Actuarial Science ,425,Intermediate Finance and Investment,"Mean-variance portfolio theory, asset pricing models, market efficiency and behavioral finance, investment risk and project analysis, capital structure."
Actuarial Science ,427,Life Contingencies II,"Benefit premiums, premium principles, fully continuous and fully discrete premiums. Benefit reserves and their analysis. Insurance models including expenses. Multiple-state models."
Actuarial Science ,437,Actuarial Models ,"Basic distributional quantities; characteristics of actuarial models; continuous models; Basic and advanced discrete distributions; frequency and severity with coverage modifications (deductibles, policy limits, coinsurance); aggregate loss models. "
Actuarial Science ,511,Generalized Linear Models for Actuaries ,"Description of insurance data, response distributions, exponential family responses and estimation, GLMs, models for count data, categorical and continuous responses. Applications include: personal injury insurance, vehicle insurance, diabetes deaths, third party claims, and degree of vehicle crash. Software for fitting GLMs will be discussed. "
Actuarial Science,513,Fundamentals of Actuarial Practice,"An introduction to the foundations of actuarial science including the history and development of insurance, the actuarial profession, and the professional societies. Standards of practice and codes of ethics and conduct. An examination of the contexts and environments (including the legal, political, and societal) in which actuarial work takes place. Foundational skills required by actuaries, with an emphasis on communication. "
Actuarial Science,515,Models for Financial Economics ,"Survey of financial derivatives, valuation of derivatives using binomial trees, Black-Scholes-Merton equation, dynamic hedging, Brownian motion and Ito’s Lemma."
Actuarial Science,517,Estimating Unpaid Claims in General Insurance ,"Data collection, adjusting premiums, trending losses, development triangles, expected method, frequency-severity method, Bornhuetter Ferguson method, Benktander method, Cape Cod method, impact of changing conditions on projection method. "
Actuarial Science,519,Quantitative Financial Risk Management,"Risk measures, correlations and copulas, various approaches to modelling market and credit risk, liquidity risk, enterprise risk management."
Actuarial Science ,527,Life Contingencies III,"Multiple life functions, dependent and independent models, related annuities and insurances. Multiple decrement models: time until and causes of death. Associated single decrement tables. Applications of  multiple decrement theory. Asset shares. Business and regulatory considerations.<br/>"
Actuarial Science ,531,Loss Distributions and Their Estimations ,Review of mathematical statistics; estimation based on complete and modified data; frequentist estimation; Bayesian estimation; simulation in actuarial modelling; model selection.
Actuarial Science ,535,Mathematics of Demography,Conventional and adjusted measures of mortality; measures of fertility; measures of morbidity; North American demographic characteristics and trends; evaluation of demographic data; projections for stable and stationary populations; actuarial applications of demographic characteristics and trends.
Actuarial Science,537,Credibility Theory,Limited fluctuation credibility; full and partial credibility; greatest accuracy credibility; Bayesian methodology; credibility premium; Buhlmann model; Buhlmann-Straub model; empirical Bayes method; bonus-malus system.
Actuarial Science ,539,Special Topics in Actuarial Science,Offered under various subtitles.
Actuarial Science,600,Research Seminar,"A professional skills course, focusing on the development of technical proficiencies that are essential for students to succeed in their future careers. The emphasis is on delivering professional presentations and using modern actuarial techniques and statistical research tools. Ethics and professionalism are also covered."
Actuarial Science,611,Generalized Linear Models for Actuaries,"Description of insurance data, response distributions, exponential family responses and estimation, GLMs, models for count data, categorical and continuous responses. Applications include: personal injury insurance, vehicle insurance, diabetes deaths, third party claims, and degree of vehicle crash. Software for fitting GLMs will be discussed."
Actuarial Science,617,Estimating Unpaid Claims in General Insurance,"Data collection, adjusting premiums, trending losses, development triangles, expected method, frequency-severity method, Bornhuetter Ferguson method, Benktander method, Cape Cod method, impact of changing conditions on projection method."
Actuarial Science,619,Quantitative Financial Risk Management,"Risk measures, correlations and copulas, various approaches to modelling market and credit risk, liquidity risk, enterprise risk management."
Actuarial Science ,627,Advanced Life Contingencies ,"Multiple life functions, dependent and independent models, related annuities and insurances. Multiple decrement models: time until and causes of death. Associated single decrement tables. Applications of  multiple decrement theory. Asset shares. Business and regulatory considerations."
Actuarial Science ,637,Credibility Theory ,Limited fluctuation credibility; full and partial credibility; greatest accuracy credibility; Bayesian methodology; credibility premium; Buhlmann model; Buhlmann-Straub model; empirical Bayes method; bonus-malus system. 
Actuarial Science,639,Conference Course in Actuarial Modelling,"Topics in advanced actuarial theory and practice, such as: insurance risk models; practical analysis of extreme values; advanced property and casualty rate making; actuarial aspects of financial theory."
Aerospace Engineering,410,Aerospace Analysis and Design ,"Basics of aircraft performance. Topics include: equations of motion; forms of drag; thrust and power; aircraft configuration; weight estimates; and sizing. Teams will design, build and fly a remotely piloted aircraft designed to achieve a certain mission requirement. Students will present their designs with formal design reports and flight demonstrations. "
Aerospace Engineering,411,Avionics and System Design ,"Introduction to avionics (aviation electronics) in modern aerospace vehicle systems. Impact on vehicle design and performance. Topics include: basic concepts of communication, navigation and surveillance (CNS); radio navigation systems; inertial navigation systems; principles of radar systems; and major communication networks. Students will attain a broad understanding of flight instrumentation, computer control of aircraft, flight control algorithms and system-level analysis. Issues of human-computer interaction will also be discussed. "
African Studies ,301,Introduction to African Studies,"An interdisciplinary perspective on the people and ecologies of the African continent. The major theme will be the processes and effects of social, religious, political, economic, historical and cultural change on the lives of Africans."
African Studies ,400,Field Study in Africa,"A field course for interdisciplinary study of a country or region of Africa, emphasizing the geographical, archaeological, historical, cultural, political, economic and artistic aspects."
African Studies ,501,Capstone Seminar in African Studies,"Study of a particular topic(s) or region(s) from an interdisciplinary and comparative perspective. Students will be required to examine how political, social, economic and cultural factors intersect to shape various issues in the African setting."
American Sign Language ,201,Beginners' American Sign Language I ,Introduction to American Sign Language (ASL) and the culture of deaf people. Covers material in matriculation-level ASL. It teaches basic communication and conversational skills in ASL and is for students with no background in ASL.
American Sign Language,203,Beginners' American Sign Language II,"Continuation of <a class=""link-text"" href=""american-sign-language.html#40287"">American Sign Language 201</a>. "
Anthropology ,201,Introduction to Biological Anthropology,"Introduction to the major fields of biological anthropology including evolutionary theory and processes, human paleontology, primatology, genetics, osteology, human adaptation, development, and variation, with special emphasis on the path of human evolution."
Anthropology ,203,Introduction to Social and Cultural Anthropology,"The nature of human society: its elements, its variability and its perpetuation. Comparisons of institutions (political, economic, religious, educational and sexual) in both small-scale and large-scale societies."
Anthropology ,303,Business in Cultural Context,"Ways in which differences in cultural values and practices affect the form and nature of interaction between business parties, especially those of differing national/cultural/ethnic backgrounds."
Anthropology ,305,Human Variation and Adaptation ,Some of the major problems involved in interpreting modern and recent human diversity. Emphasis on the interaction between human cultural and biological systems and on cultural influences upon human biological diversity.
Anthropology ,309,Human Evolution ,"Investigation of the major phases of human evolution, with an emphasis on understanding how, when and why specific adaptations evolved. In laboratories, students learn to reconstruct behaviour from anatomical and palaeontological evidence."
Anthropology ,311,Primate Behaviour,"Primate behaviour and related topics, including social dynamics, sociobiology, socio-ecology, dominance, aggression, kinship, sexual behaviour, socialization, learning, cognition, communication, ape language, and conservation."
Anthropology ,313,Anthropology of the Environment,"Cross-cultural perspectives on human-environment relationships and application to contemporary problems concerning conservation, resource management and environmentalism."
Anthropology,320,Ethnographic Overview of Africa ,Ethnographic survey of the peoples of Africa and historical analysis of their incorporation within the contemporary nation states of the continent. 
Anthropology ,321,Ethnographic Overview of Latin America,"A survey of cultural traditions of Mexico, the Caribbean, and Central and South America as they have evolved since the sixteenth century."
Anthropology ,323,Culture and Society of China,Diversity of social and cultural patterns in imperial and contemporary times.
Anthropology ,329,Topics in Ethnographic Overview of Selected World Areas,Selected topics in the anthropology of world areas.
Anthropology ,331,Sex and Gender,Cross-species and cross-cultural perspective on sex and gender.
Anthropology ,341,Medical Anthropology,"A survey of anthropological approaches to disease, illness and the maintenance of health."
Anthropology ,343,Militarism and Militarization,"Comparative global ethnographic survey of militarization processes. Examples will be drawn from contemporary and historical societies, with a particular emphasis on the wide variety of institutions and communities necessary to the production of violence, and on their relationship to the larger society. "
Anthropology ,346,Development of Indigenous-Settler Relations in Canada ,"An exploration of Indigenous-Settler relations in Canada from first contact to present, including the development of Indian policy, the Indian Act, treaties, residential schools, and Sixties Scoop."
Anthropology ,350,Laboratory Practice in Biological Anthropology,"Examines the basic concepts and methods of biological anthropology using an experiential learning model. Coverage includes genetics, osteology, primatology, paleoanthropology, and human biology with a strong emphasis on the role of evolutionary theory throughout."
Anthropology ,355,Indigenous Peoples of Canada,"A critical overview of the historical, social, political, economic, environmental, and cultural contexts related to health, justice, education, gender, traditional practices, and identity of Indigenous Peoples, Nations, cultures, and organizations across Canada."
Anthropology ,357,Anthropology of Development,"Cultural dimensions of local and international development policy, programming, and evaluation."
Anthropology ,361,History of Anthropology,Historical survey of anthropological thought from the enlightenment to the present.
Anthropology ,363,"Magic, Witchcraft, and Gods: Anthropology of Religion","Contemporary anthropological theoretical perspectives on topics such as divination, ritual, witchcraft, magic and symbolism in both Indigenous and world religions. The relationship of religion to healing, gender and power is also examined."
Anthropology ,371,Political Anthropology,"Critical analysis of political structures and processes that illuminate connections between culture, politics, and economics."
Anthropology ,379,Urban Anthropology,"A study of tribalism, ethnicity, sub-cultures, social networks and related phenomena in urban societies. Attention will be paid to planning and applied urban anthropology."
Anthropology ,385,Economic Anthropology,"Comparative analysis of production, distribution and consumption in local and globalized contexts. Examines theories of exchange, the effects of capitalism, and the relation between economy and culture."
Anthropology ,393,Anthropology of Global Systems,"Investigates the complex relationship between the global and the local by examining the social, cultural, economic, and political changes in specific localities as a result of the global rise of capitalism."
Anthropology ,395,Anthropology of Science,"An introduction to the culture and the politics of science. Examines conceptual and daily practices in the laboratory, the scientific method, the training of scientists, the work of scientific collaboration and the intersection between scientists and wider political, racial, gendered and religious issues. Special consideration will be given to the anthropology of scientific controversy."
Anthropology ,399,Topics in Anthropology ,"
<p>Examination of select problems in Anthropology. Topics may be drawn from all subfields in the discipline.</p>
"
Anthropology ,400,Individual Supervised Study,An individual study course for Anthropology majors under the supervision of a faculty member. 
Anthropology ,410,Contemporary Indigenous Affairs in Canada ,"Investigation of current issues concerning Canada’s Indigenous peoples, including land claims, self-government, Indigenous rights, health, education, housing, employment and other social issues. "
Anthropology,411,Methods and Analysis for Anthropology,"An introduction to research design, data collection, and analysis as used in anthropology. Cross-cultural research design and methods, use of participant observation and personal documents will be emphasized."
Anthropology ,412,The Primate Fossil Record,"A review of the evolution of the primates, covering the morphological and taxonomic diversity of fossil primates, environmental and chronological context for primate evolution, and current debates and problems in the field of primate evolution. In class laboratories focus on the diversity of primate dietary, locomotor, and social adaptations, and how these are inferred from the fossil record. "
Anthropology ,413,Methods in Primatology,"Focus on observational methods and analysis, with practical application in laboratory study at the Calgary Zoo."
Anthropology ,421,Contemporary Latin American Society,An examination of selected issues in the anthropological study of contemporary Latin America.
Anthropology,425,Primate Cognition,"Causes and consequences of primate sociality, such as brain structure and evolution, kin recognition, Theory of Mind, social perception and awareness, and similarities and differences in communication and cognition between human and non-human primates."
Anthropology ,427,Women in East Asian Societies,"Comparison of women's roles in China, Japan, and Korea, with particular reference to family structure and economic organization."
Anthropology ,435,Evolution of Human Behaviour,"Analysis of evolutionary principles and processes (such as natural selection, sexual selection, kin selection, parental investment) as they are applied to the current study of human and non-human primate behaviour. Special emphasis on socioecological approaches to primate behaviour."
Anthropology ,441,Problems in the Anthropology of Health ,"
<p>An examination of selected problems in the anthropology of health. Topics may include models of health in Canada, etiological claims in health research, and anthropology of pharmaceuticals.</p>
"
Anthropology,449,Anthropology of HIV/AIDS ,"Examines the individual, clinical, epidemiological, cultural, social, psychological, political, economic, and public policy dimensions of HIV/AIDS along with its meaning and importance on a global level from an anthropological perspective."
Anthropology ,451,Topics in Primate Behavioural Ecology and Conservation,"Advanced topics in the behavioural ecology and conservation biology of non-human primates, including related theory and field techniques."
Anthropology ,467,Soldiering: Perspectives on Military Life,"An anthropological approach to soldiering in the aftermath of the Second World War. Questions the idea of a universal soldier, soldiers’ shifting relationship to the nation-state, the rise of privatized warfare and the creation of global military communities. Special attention will be paid to the rise of humanitarian military regimes, military occupation, new technologies of warfare and non-human soldiers."
Anthropology,479,Housing and Society,"
<p>Examines interactions between housing and social organization in cross-cultural context. Emphasizes the varied types of built form, their cultural meanings, implications for social life within households and for society more broadly, and their political and economic consequences. Pays particular attention to contemporary housing problems such as homelessness and urban sprawl.</p>
"
Anthropology ,490,Anthropological Theory ,"Examination of the fundamentals of anthropological theory through key concepts in anthropology since the nineteenth century, such as race, history, society, function, structure, gender and representation."
Anthropology ,501,Advanced Topics in Social and Cultural Anthropology,A seminar on a selected topic of social and cultural anthropology.
Anthropology ,505,Advanced Topics in Biological Anthropology ,A seminar on a selected topic of biological anthropology.
Anthropology,506,Anthropological Genetics,"Examines the principles of evolutionary genetics with a focus on applications to current topics in Anthropology such as behaviour, life history, adaptation, migration and disease. Explores the contents of the primate genome as well as human and non-human primate genetic variation in an evolutionary framework."
Anthropology ,523,Human Ecology,"Current directions in various subfields of human ecology as they apply to Anthropology, Archaeology, and Geography. "
Anthropology,534,Biological Anthropology Perspectives on Health,"The biocultural study of human health among contemporary and past populations via cross-cultural studies of health and healing, child growth and development, reproductive health, aging, infectious disease, immune function, and the impact of stress on physical and mental health."
Anthropology ,541,Field Study in Social and Cultural Anthropology,Research projects under the supervision of a member of academic staff.
Anthropology ,552,Field Studies: Topics in Primatology,Intensive training and practice in field methods of observational primate behaviour or behavioural ecology.
Anthropology ,553,Field Study: Primate Behavioural Research Design,"Design of a research project, including the identification and operationalization of a research question and the collection and analysis of data."
Anthropology ,571,Honours Seminar in Biological Anthropology,Current theoretical and methodological issues will be explored in a discussion-based seminar format.
Anthropology ,573,Honours Seminar in Social and Cultural Anthropology,"
<p>Current theoretical and methodological issues will be explored in a discussion-based seminar format, with the possibility of development of a research project.</p>
"
Anthropology ,589,Nutritional Anthropology,"The study of human dietary practices from biological and cultural perspectives. Subjects covered include the development of nutritional anthropology, principles of nutrition, principles of ecology, diet from an evolutionary, comparative and historic perspective, the impact of undernutrition on human physiology, and behaviour and methods in nutritional anthropology."
Anthropology ,601,Conference Course in Anthropology,A specialized area of Anthropology selected on the basis of particular interest and need.
Anthropology ,603,Thesis Development,A reading and conference course in the student's substantive area conducted jointly by at least two faculty members.
Anthropology ,605,Professional Skills for Anthropologists,"Training and practice in research/teaching skills: grantsmanship, conference and classroom presentations, academic publishing, job interviews."
Anthropology ,611,Methods in Anthropological Research,A variety of topics relevant to research and the logic of inquiry in Anthropology.
Anthropology ,613,Current Issues in Methodology in Primatology,"A variety of topics relating to aspects of data collection and data analysis in primatology, with a focus on ecological and behavioural data."
Anthropology ,631,Anthropological Theory,
Anthropology ,635,Primatological Theory,Seminar dealing with the theoretical material of primatological and biobehavioural perspectives in Anthropology.
Anthropology ,641,Seminar in Civil-Military Relations,"Comparative analysis of relations between civil society and military institutions. A critical approach to analyzing how civil and military institutions mutually constitute each other, rather than taking the military and civilian sectors as a given. Special attention will be paid to twentieth-century militarization as a social process that has dramatically changed the shape of both civilian and military spheres."
Anthropology ,659,Primatology,"Specialized topics and laboratory training in this field will vary from year-to-year and may include: behavioural ecology, biomechanics, evolution, biosociality, and field methodology."
Anthropology ,701,Independent Studies,
Arabic Language and Muslim Cultures ,202,Beginners Arabic I,"A comprehensive course for students with no prior knowledge of the language. Includes training in listening, speaking, reading and writing of Modern Standard Arabic in its cultural context."
Arabic Language and Muslim Cultures,204,Beginners' Arabic II,"Continuation of <a class=""link-text"" href=""arabic-language-and-muslim-culture.html#39749"">Arabic Language and Muslim Cultures 202</a>. "
Arabic Language and Muslim Cultures ,301,Continuing Arabic I,"A comprehensive course that includes further training in listening, speaking, reading and writing Modern Standard Arabic in its cultural context. Development of increased sophistication in language production and cultural understanding."
Arabic Language and Muslim Cultures ,303,Continuing Arabic II,"A continuation of <a class=""link-text"" href=""arabic-language-and-muslim-culture.html#40033"">Arabic Language and Muslim Cultures 301</a>. "
Arabic Language and Muslim Cultures ,309,Arabic Culture in an Immersion Setting,Introduction to contemporary Arabic culture through research projects and life experience in an Arabic-speaking country.
Arabic Language and Muslim Cultures ,311,Modern Standard Arabic Language ,"Stresses oral skills and cultural understanding in an immersion setting in an Arabic-speaking country. While the focus will be on speaking and aural comprehension, reading and writing will also be covered. "
Arabic Language and Muslim Cultures,317,Muslim Civilization I,"Comparative study of Muslim civilization from Africa, the Arab and Persianate world, Asia and the West up to the end of the eighteenth century. "
Arabic Language and Muslim Cultures,319,Topics in Muslim Civilization II,"Comparative study of Muslim civilization from Africa, the Arab and Persianate world, Asia, and the West focusing on the developments of the nineteenth, twentieth and twenty-first centuries."
Arabic Language and Muslim Cultures,331,Intermediate Arabic I,A comprehensive course that increases the command of the structure of modern standard Arabic through reading materials; develops reading and writing skills and comprehension. Development of increased sophistication in language production and cultural understanding.
Arabic Language and Muslim Cultures ,333,Intermediate Arabic II,"A continuation of <a class=""link-text"" href=""arabic-language-and-muslim-culture.html#40872"">Arabic Language and Muslim Cultures 331</a>."
Arabic Language and Muslim Cultures ,343,Topics in Colloquial Spoken Arabic I,"
<p>Introduction to the everyday spoken language used in a particular Arabic-speaking country or region. Spoken varieties of Arabic taught may include Egyptian, Levantine, Gulf Varieties, and North African.</p>
"
Arabic Language and Muslim Cultures,345,Topics in Colloquial Spoken Arabic II,"A continuation of the everyday spoken language used in a particular Arabic-speaking country or region. Spoken varieties of Arabic taught may include Egyptian, Levantine, Gulf Varieties, and North African."
Arabic Language and Muslim Cultures ,354,Topics in Arabic Language and Linguistics ,"Exploration of aspects of the Arabic language through classical and modern sources. Topics may include the history of the Arabic language, Arabic in Muslim contexts, the varieties of Arabic, Arabic linguistics, and the grammatical tradition."
Arabic Language and Muslim Cultures ,358,Topics in Cinema of Muslim Societies ,Exploration of the diversity of national and regional cinemas in predominantly Muslim societies of the world.
Arabic Language and Muslim Cultures ,360,Topics in Muslim Literatures ,"Study of literary texts within the context of the rich, diverse traditions and cultures of predominantly Muslim societies of the world. "
Arabic Language and Muslim Cultures ,413,Reading Classical Arabic ,"An introduction to Arabic texts, grammar and syntax through readings of classical sources. "
Arabic Language and Muslim Cultures,430,Directed Studies in Arabic Language and Muslim Cultures,"Topics may include textual traditions, cultural patterns, historical periods, or social movements in the field of Arabic Language and Muslim Cultures."
Arabic Language and Muslim Cultures,499,Topics in the Study of Arabic Language and Muslim Cultures,"Study of topics in the fields of Arabic language, literature, or culture, or Muslim cultures."
Archaeology,201,Introduction to Archaeology,"Basic principles of archaeology. How archaeological remains are located, recovered and interpreted."
Archaeology ,205,Ancient Peoples and Places,An overview of Old and New World archaeology; the emergence of humans; development of humans and culture from hunting/gathering to agricultural and ancient urban societies.
Archaeology ,303,Archaeology of North America,Prehistoric cultural developments in North America.
Archaeology ,306,Field Course in Archaeological Techniques,"Practical application of modern field techniques in archaeology, including excavation, recording and analysis of sites, artifacts and related materials."
Archaeology ,307,Introduction to Ethnoarchaeology,"Theory, method, ethics and the contributions of ethnoarchaeological research to archaeology and other disciplines are explored using worldwide examples."
Archaeology ,317,Archaeology of the Ancient Puebloan Southwest,"Survey of the Puebloan archaeology of southwestern North America and their pre-Puebloan ancestors. Topics include changes in hunter-gatherer mobility and economy, the rise of agriculture in the American Southwest, the rise of integrative communities and religious belief systems, as well as responses to violence, disease, climate change, and the immigration of non-Puebloan outsiders."
Archaeology,321,"Mammoths to Maize, Medicine Wheels and Warriors: Archaeology of the Canadian Plains","Introduction to Canadian Plains archaeology. Processes of cultural and social change on the northern plains over the last 12,000 years from early hunters of Ice–Age megafauna to tribal level farming societies are explored from a Canadian Plains perspective."
Archaeology ,325,Ancient Civilizations,"The rise and achievements of the earliest civilizations in both the Old and New Worlds. Emphasis will be placed on the civilizations of Mesopotamia, Egypt, India, China, Mesoamerica and the Andes."
Archaeology ,327,Topics in Archaeology and Popular Culture,"
<p>Archaeology is examined in terms of its place in contemporary society. Topics may include the use of archaeological evidence by special interest groups; archaeology as viewed by the media; ethical questions relating to the practice of archaeology.</p>
"
Archaeology ,328,Topics in Archaeology ,"Examination of contemporary developments in the field of Archaeology. Topics may be drawn from theoretical, methodological, ethical, or regional research frontiers and may critically address the role of archaeology in contemporary society."
Archaeology ,329,Fringe Archaeology,"Explores popular, fantastic and alternate interpretations of archaeological remains presented in the press and popular media and analyzes the logical flaws in pseudoscientific explanations. Students hone their critical thinking skills and discover the “real story” about our past revealed by the science of archaeology."
Archaeology ,331,Archaeology and the Media ,"Explores how the ancient world, human evolution, archaeologists, and archaeology are represented in a range of media (e.g. films, books, video games, websites, newspapers). Examines how archaeologists use digital media and social media sites to conduct research, as well as disseminate information to Indigenous communities and the general public."
Archaeology,335,African Stone Age,"Introduction to the African Stone Age, with emphasis on sub-Saharan Africa. Major cultural developments are explored through archaeological data, as well as other disciplines, including biogeography and geoarchaeology. Topics include early human origins and the behaviour of early humans during the middle Pleistocene, as well as the Later Stone Age. Focus on major chronological events and the cultural processes that characterize the Paleolithic era on the continent."
Archaeology ,341,Ancient Mexico,"Ancient cultures of Mexico, excluding the Maya, from their beginnings to the historic period. Emphasis on the civilizations of the Olmecs, Zapotecs, Teotihuacanos, Toltecs and Aztecs."
Archaeology ,343,The Ancient Maya,"Ancient Maya, from their beginnings to the historic period. Emphasis on the Classic Maya civilization, from AD 200-900."
Archaeology ,345,The Legacy of Mesoamerica,"Traditional native cultures of Middle America. Emphasis is on technology, social organization, economic systems, religions, arts and languages, particularly in the culture centres of Mexico."
Archaeology ,347,Field Studies in Latin American Archaeology,"A general survey of the archaeology of the region and an intensive look at the archaeology of the immediate vicinity, including visits to sites and museums. Content varies according to region in Latin America where course is taught. Individual and group study are interspersed with formal instruction."
Archaeology ,353,Archaeology of South America,Reviews the major events and cultural processes in Pre-Columbian South America beginning with the first hunting cultures. Emphasis is on central and Andean and northern lowland South American civilizations.
