Course Dept,Course Number,Course Name,Course Desc
ACCT,375,Introduction to Taxation ," This course covers sources and structures of income tax legislation, the meaning of income from employment, net income for individuals, income from business and property, capital cost allowance, capital gains/losses, remuneration salaries vs. dividends, impact of taxation on business decisions and tax planning."
ACCT,380,Intermediate Management Accounting ," A review of management accounting: cost behaviors and cost allocation methods; product pricing methods and strategies, process costing with joint, by-product and spoilage; linear programming; regression analysis; and short-term decision analysis under certainty and uncertainty."
ACCT,395,Computer Accounting Software ," This course provides you with an opportunity to apply accounting knowledge to a computerized accounting environment. In this course, you will use accounting software, but the knowledge you will gain can be applied to all computerized accounting solutions for the preparation of financial statements."
ACCT,411,Personal and Corporate Taxation ," This course introduces the principles, concepts, and application of Canadian federal income tax legislation. Emphasizing an understanding and application of the conceptual structure of the Income Tax Act, the course introduces the concepts of income and liability for tax; income from employment, business, and property; capital gains and losses; deductions; and international taxation. You will learn to compute taxable income for individuals and corporations."
ACCT,413,Internal Auditing and Controls ," This course builds upon concepts learned in external audit to introduce you to the role of an internal audit team in the evaluation and improvement of an organization’s risk management, control, and governance processes. The concepts, procedures, and techniques of internal auditing are covered in this course, as well as the use of appropriate software."
ACCT,415,Accounting Theory ," This course examines current issues and problems in the field of accounting. Topics include the present value model of accounting, rational decision making, theories of financial reporting, agency theory, and the process of setting accounting standards both in Canada and internationally."
ACCT,416,Advanced Information Systems ," In this course, you will study the connections between the strategic direction of a company and the external technology factors that influence organizational success. You will also explore leveraging the use of appropriate technology to create a competitive advantage. In addition, you will study strategic integration of technology, system development, technology scanning and change management."
ACCT,417,Applied External Audit ," The Applied External Audit Course expands on topics introduced in the prerequisite External Audit course. This course assumes that students are familiar with the material related to the first two stages of an audit: acceptance/continuance and audit planning, and will focus on the last two stages of an audit: execution and reporting. Topics in the course include audit risk, materiality, internal controls, sampling methods, execution of substantive procedures in various cycles, consideration of fraud, and understanding various other assurance engagements. An application of knowledge will be done using computer assisted auditing techniques such as IDEA and CaseWare while using the CPA Handbook as a reference."
ACCT,418,Applied Personal and Corporate Taxation ," Applied Personal and Corporate Taxation builds on the technical personal and corporate taxation courses, covering the selected topics in more depth. Students develop tax planning strategies for individuals and corporations, develop a general understanding of remittance requirements for GST/HST, CPP, EI, WCB, and complete a Record of Employment."
ACCT,434,Advanced Financial Accounting ," This course examines the complexities surrounding the recording and reporting of investments in other companies, using appropriate software, in situations where the investing company has no influence, has significant influence, or has control. Additional topics include the setting of accounting standards both in Canada and internationally, income tax allocation across fiscal periods, foreign currency transactions and translations, and financial reporting in the not-for-profit and public sectors."
ACCT,451,Advanced Taxation ," This course builds upon concepts from previous taxation courses to enable you to apply tax principles and concepts to complex tax situations. Among the topics covered in this course are corporate reorganizations; transfer of property between individuals, families, and corporations; purchase or disposal of a business; death of a taxpayer; partnerships; trusts; and other related topics."
ACCT,491,Advanced Management Accounting ," This course develops a conceptual understanding of the role of management accounting information. Students learn to perform analyses to support managerial decisions, design and implement effective management control systems, and develop an awareness of the moral responsibilities of management accountants. Topics include revenue variance analysis, quality as a competitive tool, transfer pricing, corporate sustainability and the balanced scorecard. Students will further develop their spreadsheet and presentation skills using advanced spreadsheet and presentation programs."
ACCT,495,External Auditing ," The purpose of this course is to provide the learner with an understanding of the services provided by external auditors and to prepare students for a position with an external auditing firm. This course covers auditing concepts and procedures as per the CPA Canada Standards and Guidance Collection (CPACHB), including: the auditors’ role, professional standards and ethics, legal liability, planning an audit, evidence and documentation, analytics, materiality, audit risk assessment, internal controls, audit sampling, computer auditing, and audit procedures for all phases of the audit."
ACCT,497,Advanced External Auditing ," This course provides learners with advanced knowledge of external auditing using appropriate software. Topics include the professional, legal, and ethical environment of auditing; assurance engagements; engagement planning; assessing and evaluating internal controls in a manual and IT environment; statistical sampling; computer-assisted auditing techniques; evidence and reporting; audits of small business and consolidated statements, not-for-profit and public sector audits, and other types of audit and non-audit engagements; and current issues and future directions in auditing."
ACCT,1010,Introductory Financial Accounting I ," This course provides an introduction to financial accounting from the perspective of the user who makes decisions based on financial information. The course includes an introduction to the accounting framework, generally accepted accounting principles and financial statements. Accounting concepts such as accounting for cash, accounts receivable, assets, liabilities, sales and inventories, are covered in the context of how they are applied to decision making. Decision analysis regarding corporate ownership and application of financial ratios will also be studied."
ACCT,2010,Accounting for Managers ," Managers in all areas of business require an understanding of financial statements and how to use financial information for decision making. In this course, you will gain expertise in interpreting balance sheets, income statements and statements of cash flow. You will also learn how to use financial information for decision making. You will perform variance analysis and ratio analysis on financial statements in order to analyze them. You will gain an understanding of the importance of cash management in a business, and subsequently prepare bank reconciliations in order to reconcile cash between accounting records and bank statements. In addition, you will develop an understanding of the budgeting process, and how a budget is used in planning and control. Using the appropriate software, you will create a budget. The concept of using incremental analysis to make decisions will be introduced. Lastly, risk will be discussed for each objective of the course."
ACCT,2020,Introductory Management Accounting ," Introductory Management Accounting introduces you to key concepts and practices of management accounting. You will learn to process and analyze information for management control and decision analysis. Some of the topics you will study include cost accounting, cost-volume-profit analysis, budgeting, inventory costing and job costing."
ACCT,2110,Introductory Financial Accounting II ," Building on the foundation established in Introductory Financial Accounting I, this course introduces accounting issues related to partnerships and corporations. Specialized topics, including capital assets, short and long-term liabilities, share capital, dividends and stock splits are explored. Using software, you will gain practical, hands-on experience in recording accounting transactions and preparing financial statements."
ACCT,2375,Introduction to Taxation ," This course covers sources and structures of income tax legislation, the meaning of income from employment, net income for individuals, income from business and property, capital cost allowance, capital gains/losses, remuneration salaries vs. dividends, impact of taxation on business decisions and tax planning."
ACCT,3010,External Auditing ," The purpose of this course is to provide the learner with an understanding of the services provided by external auditors and to prepare students for a position with an external auditing firm. This course covers auditing concepts and procedures as per the CPA Canada Standards and Guidance Collection (CPACHB), including: the auditors’ role, professional standards and ethics, legal liability, planning an audit, evidence and documentation, analytics, materiality, audit risk assessment, internal controls, audit sampling, computer auditing, and audit procedures for all phases of the audit."
ACCT,3020,Personal and Corporate Taxation ," This course introduces the principles, concepts, and application of Canadian federal income tax legislation. Emphasizing an understanding and application of the conceptual structure of the Income Tax Act, the course introduces the concepts of income and liability for tax; income from employment, business, and property; capital gains and losses; deductions; and international taxation. You will learn to compute taxable income for individuals and corporations, as well as the use of appropriate software."
ACCT,3120,Intermediate Management Accounting ," A review of management accounting: cost behaviors and cost allocation methods; product pricing methods and strategies, process costing with joint, by-product and spoilage; linear programming; regression analysis; and short-term decision analysis under certainty and uncertainty."
ACCT,3210,Intermediate Financial Accounting I ," In this first of two intermediate accounting courses, you will develop technical competencies as you examine the statement of comprehensive income (income statement), statement of changes in equity (statement of retained earnings), statement of financial position (balance sheet) and statement of cash flows (cash flow statement) in depth, with emphasis on the measurement, valuation and presentation of current and non-current assets."
ACCT,3310,Intermediate Financial Accounting II ," The focus of this second intermediate financial accounting course shifts from assets to liabilities and equities. Specialized topics, including accounting for complex debt and equity instruments, leases, income taxes, pension and other post-employment benefits, and accounting changes, enable you to consolidate the knowledge and skills you developed in previous accounting courses. Your numeracy skills will develop to encompass present value calculation activities; and your qualitative and quantitative skills will be enhanced as you analyze complex financial situations and prepare more complex financial statements."
ACCT,4020,Accounting Theory ," This course examines current issues and problems in the field of accounting. Topics include the present value model of accounting, rational decision making, theories of financial reporting, agency theory, and the process of setting accounting standards both in Canada and internationally."
ACCT,4110,Advanced External Audit ," This course provides learners with advanced knowledge of external auditing using appropriate software. Topics include the professional, legal, and ethical environment of auditing; assurance engagements; engagement planning; assessing and evaluating internal controls in a manual and IT environment; statistical sampling; computer-assisted auditing techniques; evidence and reporting; audits of small business and consolidated statements, not-for-profit and public sector audits, and other types of audit and non-audit engagements; and current issues and future directions in auditing."
ACCT,4117,Applied External Audit ," The Applied External Audit Course expands on topics introduced in the prerequisite External Audit course. This course assumes that students are familiar with the material related to the first two stages of an audit: acceptance/continuance and audit planning, and will focus on the last two stages of an audit: execution and reporting. Topics in the course include audit risk, materiality, internal controls, sampling methods, execution of substantive procedures in various cycles, consideration of fraud, and understanding various other assurance engagements. An application of knowledge will be done using computer assisted auditing techniques such as IDEA and CaseWare while using the CPA Handbook as a reference."
ACCT,4118,Applied Personal and Corporate Taxation ," Applied Personal and Corporate Taxation builds on the technical personal and corporate taxation courses, covering the selected topics in more depth. Students develop tax planning strategies for individuals and corporations, develop a general understanding of remittance requirements for GST/HST, CPP, EI, WCB, and complete a Record of Employment."
ACCT,4130,Advanced Information Systems ," In this course, you will study the connections between the strategic direction of a company and the external technology factors that influence organizational success. You will also explore leveraging the use of appropriate technology to create a competitive advantage. In addition, you will study strategic integration of technology, system development, technology scanning and change management."
ACCT,4140,Internal Auditing and Controls ," This course builds upon concepts learned in external audit to introduce you to the role of an internal audit team in the evaluation and improvement of an organization’s risk management, control, and governance processes. The concepts, procedures, and techniques of internal auditing are covered in this course, as well as the use of appropriate software."
ACCT,4150,Advanced Taxation ," This course builds upon concepts from previous taxation courses to enable you to apply tax principles and concepts to complex tax situations. Among the topics covered in this course are corporate reorganizations; transfer of property between individuals, families, and corporations; purchase or disposal of a business; death of a taxpayer; partnerships; trusts; and other related topics."
ACCT,4220,Advanced Management Accounting ," This course develops a conceptual understanding of the role of management accounting information. Students learn to perform analyses to support managerial decisions, design and implement effective management control systems, and develop an awareness of the moral responsibilities of management accountants. Topics include revenue variance analysis, quality as a competitive tool, transfer pricing, corporate sustainability and the balanced scorecard. Students will further develop their spreadsheet and presentation skills using advanced spreadsheet and presentation programs."
ACCT,4410,Advanced Financial Accounting ," This course examines the complexities surrounding the recording and reporting of investments in other companies, using appropriate software, in situations where the investing company has no influence, has significant influence, or has control. Additional topics include the setting of accounting standards both in Canada and internationally, income tax allocation across fiscal periods, foreign currency transactions and translations, and financial reporting in the not-for-profit and public sectors."
ACWE,500,Directed Field Studies ," In this course, students will synthesize the academic learning acquired over the course of their Bachelor of Applied Business Administration (Accounting) degree program with hands on experience in industry. Its purpose is to provide you with an opportunity to apply the skills and theory that you have acquired from your previous classes and to learn more about the strategy of your current organization and the dynamic forces of the industry in which it competes. Additionally, this course will focus on competencies that combine critical underlying knowledge with the skills and professional values deemed essential for professional accountants. Students are responsible for securing their own employment, which must be approved by the Academic Chair."
ACWE,501,Directed Field Studies ," The Directed Field Studies (DFS) course involves a four month placement of paid work experience. This experiential learning component must be completed in an accounting or accounting related environment. While employed, academic learning is integrated with industry experience."
ACWE,4990,Business Practicum ," In this course, students will synthesize the academic learning acquired over the course of their BBA degree program with hands on experience in industry. Through a series of projects that draw from the various disciplines within the program, students will have an opportunity to reflect, research, analyze, evaluate, and recommend solutions to real world business problems within an existing business. In so doing, students will have an opportunity to showcase their achievement of the BBA program outcomes. Students are responsible for securing their own employment, which must be approved by the Academic Chair."
BCMP,215,Collaborative Software and Technologies ," Tablets, smartphones, social media and other creative methods of accessing and controlling information are prevalent in today’s business world. You will apply social media tools in a business environment to increase productivity and contribute to the global, mobile and social environment, and gain experience using software that enables superior collaboration through cloud computing and virtualization."
BCMP,220,Business Software Foundations ," This software course will introduce you to essential concepts necessary for success in the business world. This will include e-mail, file management, keyboarding skill development, word processing, spreadsheet applications, presentations, and database applications."
BCMP,225,Business Productivity Tools and Technology ," The use of industry-standard software is essential to effectively manage the information technologies that are required in business and online environments today. In this course, you will demonstrate skills in managing and customizing the Windows environment, as well as effectively using internet resources to enhance business productivity. You will develop skills in creating professional documents, managing data using spreadsheets and using technology for effective presentations. Through hands-on applications, you will learn to use productivity tools and application software in various business situations, and be able to select the right tool for the business need."
BCMP,250,Word Processing Essentials , Skilled office professionals must manipulate information on a daily basis using Microsoft Word. Explore the power of this software when used to its full potential and find out how it can increase productivity in the workplace. Master high-quality and consistently formatted documents that include creative elements. This course contributes to certification as a Microsoft Office Specialist.
BCMP,260,Spreadsheet Essentials ," Business depends on accurate and organized information received in a timely manner. Knowing how to effectively use spreadsheets to keep information organized is essential to your career in the business world. You will study various techniques to organize, calculate, graph and present data in a professional manner."
BCMP,270,Presentation Software , Presentation skills will be vital to your success and advancement in the business world. You will gain experience with the advanced features of major presentation software programs by developing your own presentation content and customizing the visual appearance of your presentations. You will also create and deliver a variety of speaker-led presentations and self-running presentations to a face-to-face audience.
BCMP,300,Advanced Word Processing Applications ," Master advanced features of word processing to plan and create professional, customized documents that incorporate reference tables, forms, and automation. With an advanced level of expertise, you will be able to efficiently manage daily tasks and improve productivity in a variety of workplaces. This course contributes to certification as a Microsoft Office Expert in Microsoft Word."
BCMP,310,Advanced Spreadsheet Applications ," Knowing how to use advanced functions with spreadsheets is essential to your business career. Properly designed spreadsheets help you manage information. You will examine the use of templates, pivot tables and macros within spreadsheet applications, and practice your skills to gain proficiency in organizing information."
BCMP,320,Database Software for Business ," Businesses rely on accurate and retrievable data. Your ability to effectively use a database can save time and money by maintaining data in an easily accessible format. Through your studies, you will have the opportunity to use database software to design, create, maintain and query. You will also practice the business application of databases for everything from customer records management to invoicing and billing, and special events."
BCMP,330,Design Software for Business ," Studying design software will help you develop the expertise required to produce graphic designs for print, the Internet and other multimedia channels. In this course, you will explore design principles and concepts, learn how to digitally manipulate images, and practice the skills you learn by completing a wide variety of practical and creative assignments that will showcase your creative abilities."
BCMP,340,Project Management Software ," Project management skills are an essential requirement as you prepare to enter today’s business environment. You will be introduced to the fundamentals of project management practices for projects of varying size and complexity. Using Microsoft Project software as a tool, you will have the opportunity to create projects, monitor schedules, manage resources and track progress."
BCMP,1225,Business Productivity Tools and Technology ," The use of industry-standard software is essential to effectively manage the information technologies that are required in business and online environments today. In this course, you will demonstrate skills in managing and customizing the Windows environment as well as effectively using internet resources to enhance business productivity. You will develop skills in creating professional documents, managing data using spreadsheets and using technology for effective presentations. Through hands-on applications, you will learn to use productivity tools and application software in various business situations, and be able to select the right tool for the business need."
BFIN,255,Personal Financial Planning ," Personal Financial Planning is an introductory course offering the student a solid foundation in financial principles. The goal of understanding personal financial planning is to achieve personal economic satisfaction. Significant areas that will be covered will be setting financial goals, budgeting, income taxes, insurance, investment products, and retirement/estate planning."
BFIN,301,Finance for Managers ," This is an introductory course in business finance with an emphasis on improving financial performance from a management perspective. You will study the various elements that impact financial planning, risk management and management decision making. From a variety of business function perspectives, financial elements including capital financing, debt vs equity, working capital and leasing will be studied. An overall analysis of financial statements, corporate structure, and capital budgeting are also included."
BFIN,333,Money and Banking ," Money and Banking introduces the sources and demands for money, interest rates, and financial products and services. You will discuss financial markets, the roles of financial and non-financial institutions, financial institution management, the structure and governance of the international financial system, the roles of central banks, and current trends within the Canadian financial services sector."
BFIN,341,Risk Management and Retirement Planning ," This intermediate course provides more in-depth knowledge into the key elements of Financial Planning. Topics include a deeper analysis of Risk Management and Insurance, Retirement Planning, Government benefit programs, TFSA’s, RRSP’s and other types of savings plans. The course will emphasize client relationship building. Participants will complete a basic Financial Plan."
BFIN,356,Mutual Funds and Securities ," Constructing an appropriate investment portfolio of mutual funds and financial securities depends upon identifying and responding to changing client needs. Topics include the role of the mutual fund representative, knowing your client, the types of financial securities and mutual fund products available, risk and return, creating and evaluating investment portfolios. Concepts are reinforced through a stock game simulation and mutual fund portfolio design and critique. Leads to the Investment Funds in Canada (IFC) credential required to sell mutual funds."
BFIN,360,Relationship Selling ," This course focuses on the use and demonstration of a Needs Satisfaction Selling model. Through financial product-based role plays, learners will employ all elements of the model with the ultimate objective to utilize these skills in a real world setting. Ethical practices in the financial services industry will be examined with an emphasis on the Canadian Financial Planners code of ethics."
BFIN,380,Financial Planning Process and Estate Planning ," This course will integrate all elements of the financial planning processes culminating in the creation of a basic financial and estate plan. The remaining topics of the financial planning cycle will be introduced including, professional standards casework, client-based financial planning process, financial management, estate planning including taxation, family law, organizational structures, and RESP options. Participants will complete a personalized retirement income plan as seen in the financial planning field."
BFIN,386,Integrated Finance ," This course will integrate a broad range of elements from financial planning and taxation. Students will apply these elements in realistic scenarios to develop financial decision making skills relevant to the current marketplace. Critical thinking skills are utilized as students collect, assess, and synthesize information to determine realistic financial opportunities and formulate strategies that can be included in a complete financial plan."
BFIN,492,Advanced Corporate Finance ," This advanced finance course provides an in-depth study of issues and tools using appropriate software that will assist financial managers in making decisions. Topics include capital budgeting under uncertainty; long-term sources of funds; capital structure; dividend policy; futures, forwards, options, and swaps; treasury risk management; financial planning; as well as long-term planning and strategic issues in finance."
BFIN,1255,Personal Financial Planning ," Personal Financial Planning is an introductory course offering the student a solid foundation in financial principles. The goal of understanding personal financial planning is to achieve personal economic satisfaction. Significant areas that will be covered will be setting financial goals, budgeting, income taxes, insurance, investment products, and retirement/estate planning."
BFIN,2301,Finance for Managers ," This is an introductory course in business finance with an emphasis on improving financial performance from a management perspective. You will study the various elements that impact financial planning, risk management and management decision making. From a variety of business function perspectives, financial elements including capital financing, debt vs equity, working capital and leasing will be studied. An overall analysis of financial statements, corporate structure, and capital budgeting are also included."
BFIN,2333,Money and Banking ," Money and Banking introduces the sources and demands for money, interest rates, and financial products and services. You will discuss financial markets, the roles of financial and non-financial institutions, financial institution management, the structure and governance of the international financial system, the roles of central banks, and current trends within the Canadian financial services sector."
BFIN,2341,Risk Management and Retirement Planning ," This intermediate course provides more in-depth knowledge into the key elements of Financial Planning. Topics include a deeper analysis of Risk Management and Insurance, Retirement Planning, Government benefit programs, TFSA’s, RRSP’s and other types of savings plans. The course will emphasize client relationship building. Participants will complete a basic Financial Plan."
BFIN,2356,Mutual Funds and Securities ," Constructing an appropriate investment portfolio of mutual funds and financial securities depends upon identifying and responding to changing client needs. Topics include the role of the mutual fund representative, knowing your client, the types of financial securities and mutual fund products available, risk and return, creating and evaluating investment portfolios. Concepts are reinforced through a stock game simulation and mutual fund portfolio design and critique. Leads to the Investment Funds in Canada (IFC) credential required to sell mutual funds."
BFIN,2360,Relationship Selling ," This course focuses on the use and demonstration of a Needs Satisfaction Selling model. Through financial product-based role plays, learners will employ all elements of the model with the ultimate objective to utilize these skills in a real world setting. Ethical practices in the financial services industry will be examined with an emphasis on the Canadian Financial Planners code of ethics."
BFIN,2380,Financial Planning Process and Estate Planning ," This course will integrate all elements of the financial planning processes culminating in the creation of a basic financial and estate plan. The remaining topics of the financial planning cycle will be introduced including, professional standards casework, client-based financial planning process, financial management, estate planning including taxation, family law, organizational structures, and RESP options. Participants will complete a personalized retirement income plan as seen in the financial planning field."
BFIN,2386,Integrated Finance ," This course will integrate a broad range of elements from financial planning and taxation. Students will apply these elements in realistic scenarios to develop financial decision making skills relevant to the current marketplace. Critical thinking skills are utilized as students collect, assess, and synthesize information to determine realistic financial opportunities and formulate strategies that can be in a complete financial plan."
BFIN,3010,Intermediate Finance I ," This course provides an in-depth knowledge of the Canadian securities marketplace. You will learn about the types, features, pricing and trading of fixed-income securities while using relevant software. You will also learn about the Canadian securities industry and the regulatory environment, market and economic events that impact investment performance, and how to analyze corporate financial statements. An investigation of financial instruments such as fixed income, equities, managed products and structured products will also be undertaken. In addition, fee based accounts and derivatives are included in this course."
BFIN,3020,Intermediate Finance II ," This course provides an Introduction to Portfolio Approach and Mutual Funds using relevant software. You will also learn to analyze the financial and non-financial aspects of a company as well as to work with retail and institutional clients. Other relevant topics such as fundamental and technical analysis, the portfolio management process, asset allocation, mutual funds, segregated &amp; hedge funds are also covered. In addition, other managed and structured products, and their related taxation are covered. Industry standards of conduct and code of ethics are included."
BFIN,4010,Client Advice ," This course provides insight on the financial planning processes and principles that are vital to today’s financial services organizations. Using relevant software, you will learn skills and techniques for identifying strategies that satisfy clients. You will also evaluate the merits of different financial tools to create value for clients. In addition, you will assess the current financial climate in relation to client risk tolerance, learn to build positive and profitable client relationships, and establish a loyal client base. These goals are accomplished by identifying processes, procedures and legal requirements by which financial institutions are bound."
BFIN,4020,Advanced Finance I ," In this course, you will explore the methods and practices for designing an effective financial plan for clients, based on their needs and requirements, and using relevant software. Aspects of a financial plan include the financial planning process, methods of advising, budgeting, borrowing, personal taxation, investments, retirement savings, wills and estates, power of attorney and risk management. Through case studies, you will apply your knowledge to weigh the pros and cons of solutions to achieve results for clients; recommend appropriate financial solutions; build trustworthy and credible client relationships; and develop methods for improving communication with clients that build and expand their business."
BFIN,4030,Advanced Finance II ," This advanced course provides an in-depth knowledge of key financial strategies using relevant software. Through case studies and with an emphasis on collection and analysis of client’s data, you will explore the entire financial planning process and learn to develop a proper financial strategy. This involves identifying the client’s financial goals and constraints to develop their financial plan; analyzing legal considerations related to property ownership; and assessing benefits and drawbacks of various financial vehicles such as estates, trusts and small businesses. Topics such as asset allocation and estimated retirement income sources will also be explored."
BFIN,4040,Applied Client Planning ," This course prepares you for the Applied Financial Planning (AFP) Certification examination. You will explore how to develop a professional relationship with clients based on trust and credibility, how to analyze qualitative information required to create financial recommendations; to analyze quantitative information required to create a financial plan; how to formulate financial planning strategies and recommendations; to prepare financial planning recommendations; and how to finalize the financial plan with the client. In addition, you will learn how to implement your financial planning solutions, monitor the results and update the financial plan."
BLAW,300,Business Law ," Business Law outlines the Canadian legal system in the context of a business environment and empowers students to apply the law and make informed decisions concerning their legal affairs. Emphasis is placed on the construction of the judicial system, the resolution of disputes, tort law, contract law, business structures, and employment law. These legal principles are applied to personal and business scenarios. Upon completion, students will have an understanding of when to seek legal advice."
BLAW,2030,Business Law ," Business Law outlines the Canadian legal system in the context of a business environment and empowers students to apply the law and make informed decisions concerning their legal affairs. Emphasis is placed on the construction of the judicial system, the resolution of disputes, tort law, contract law, business structures, and employment law. These legal principles are applied to personal and business scenarios. Upon completion, students will have an understanding of when to seek legal advice."
CLAW,1011,Canadian and Environmental Law ," In today’s fast-changing global business environment, an understanding of the legal requirements in the construction industry is critical for project management professionals. This course provides a thorough understanding of laws, regulations and standards applicable to the environmental area through case studies and analysis. Emphasis is placed on federal and provincial environmental regulatory frameworks. An overview of international laws, treaties and conventions will be completed."
CLAW,3011,Construction Law ," This course will review basic contract and tort law and its application to the construction industry. You will examine Canada’s contract-based approach to tendering and requests for proposals. You will differentiate the two models and the substantial body of jurisprudence that has developed in the bidding and tendering area, the relevant duties of each party, the conduct of the parties and the consequences for any breach or failure to comply with applicable obligations. Each province has lien legislation that requires statutory holdbacks, creates lien rights and can trust claims. Holdback percentages, trust rules, lien registration deadlines (which are generally strictly enforced) will differ depending on the province. Most provinces also have limitation legislation that limits the duration of liability for breaches of contract and tort claims. The law relating to limitation of liability clauses has been reviewed by the Supreme Court and the true construction approach adopted by the courts necessitates express and unambiguous drafting regarding limitations of liability. The role of the project management profession will be reviewed and you will consider legal, professional liabilities, responsibilities as well as ethics owed by a professional."
ECON,250,Microeconomics ," In this introductory course in Microeconomics, you will learn about economic principles involved in analyzing problems in the business and consumer sectors of the Canadian economy. Some of the topics covered are: economic scarcity, demand, supply, elasticity, and perfect and imperfect competition."
